"rules","support","confidence","coverage","lift","count"
"{WOODEN STAR CHRISTMAS SCANDINAVIAN} => {WOODEN TREE CHRISTMAS SCANDINAVIAN}",0.012545991917486,0.518703241895262,0.0241872248024609,34.6757300297643,208
"{SET OF 3 WOODEN TREE DECORATIONS} => {SET OF 3 WOODEN HEART DECORATIONS}",0.0100126666264552,0.724890829694323,0.0138126545630014,32.4809866635194,166
"{KITCHEN METAL SIGN} => {BATHROOM METAL SIGN}",0.0102539357017914,0.783410138248848,0.0130888473369926,32.2286766303416,170
"{WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN} => {WOODEN HEART CHRISTMAS SCANDINAVIAN}",0.0102539357017914,0.817307692307692,0.012545991917486,31.1497568523431,170
"{TOILET METAL SIGN} => {BATHROOM METAL SIGN}",0.0133301164123288,0.754266211604096,0.0176729597683817,31.0297258614995,221
"{BATHROOM METAL SIGN} => {TOILET METAL SIGN}",0.0133301164123288,0.548387096774194,0.0243078593401291,31.0297258614995,221
"{SET OF 3 WOODEN STOCKING DECORATION} => {SET OF 3 WOODEN HEART DECORATIONS}",0.0103745702394596,0.690763052208835,0.0150189999396827,30.9517855204602,172
"{SET OF 6 SNACK LOAF BAKING CASES} => {SET OF 12 FAIRY CAKE BAKING CASES}",0.0101333011641233,0.691358024691358,0.0146570963266783,29.6176348613902,168
"{FELTCRAFT PRINCESS LOLA DOLL} => {FELTCRAFT PRINCESS CHARLOTTE DOLL}",0.0129078955304904,0.640718562874252,0.0201459677905784,29.0231504204705,214
"{FELTCRAFT PRINCESS CHARLOTTE DOLL} => {FELTCRAFT PRINCESS LOLA DOLL}",0.0129078955304904,0.584699453551913,0.0220761203932686,29.0231504204705,214
"{SET OF 12 MINI LOAF BAKING CASES} => {SET OF 12 FAIRY CAKE BAKING CASES}",0.0121840883044816,0.673333333333333,0.0180951806502202,28.8454608096469,202
"{SET OF 12 FAIRY CAKE BAKING CASES} => {SET OF 12 MINI LOAF BAKING CASES}",0.0121840883044816,0.521963824289406,0.023342783038784,28.8454608096469,202
"{WOODEN STAR CHRISTMAS SCANDINAVIAN} => {WOODEN HEART CHRISTMAS SCANDINAVIAN}",0.0180951806502202,0.748129675810474,0.0241872248024609,28.5131997592226,300
"{WOODEN HEART CHRISTMAS SCANDINAVIAN} => {WOODEN STAR CHRISTMAS SCANDINAVIAN}",0.0180951806502202,0.689655172413793,0.0262380119428192,28.5131997592226,300
"{SET OF 6 TEA TIME BAKING CASES} => {SET OF 12 FAIRY CAKE BAKING CASES}",0.0104952047771277,0.659090909090909,0.0159237589721937,28.2353182992718,174
"{WOODEN TREE CHRISTMAS SCANDINAVIAN} => {WOODEN HEART CHRISTMAS SCANDINAVIAN}",0.0110380601966343,0.737903225806452,0.0149586826708487,28.1234427141268,183
"{CHRISTMAS CRAFT WHITE FAIRY} => {CHRISTMAS CRAFT LITTLE FRIENDS}",0.0113999638096387,0.625827814569536,0.0182158151878883,26.9496086694762,189
"{JUMBO BAG APPLES,JUMBO BAG VINTAGE LEAF} => {JUMBO BAG PEARS}",0.0104348875082936,0.667953667953668,0.0156221726280234,26.1179336344431,173
"{FELTCRAFT CUSHION RABBIT} => {FELTCRAFT CUSHION OWL}",0.0115205983473068,0.62214983713355,0.0185174015320586,26.1129674679421,191
"{GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}",0.0121840883044816,0.762264150943396,0.0159840762410278,25.6340311531249,202
"{CHRISTMAS CRAFT TREE TOP ANGEL} => {CHRISTMAS CRAFT LITTLE FRIENDS}",0.0110983774654684,0.571428571428571,0.0194221605645696,24.6070500927644,184
"{PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}",0.0121840883044816,0.897777777777778,0.0135713854876651,24.3206826434277,202
"{PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}",0.0205681886724169,0.890339425587467,0.0231015139634477,24.1191786549259,341
"{GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER} => {PINK REGENCY TEACUP AND SAUCER}",0.0138729718318355,0.716510903426791,0.0193618432957356,24.0954041945492,230
"{GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}",0.0205681886724169,0.716386554621849,0.028711019965016,24.091222493054,341
"{PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER} => {GREEN REGENCY TEACUP AND SAUCER}",0.0138729718318355,0.867924528301887,0.0159840762410278,23.5119620175114,230
"{PINK REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}",0.0243681766089631,0.81947261663286,0.0297364135351951,22.1994060639807,404
"{GREEN REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}",0.0243681766089631,0.660130718954248,0.0369141685264491,22.1994060639807,404
"{SPACEBOY LUNCH BOX} => {DOLLY GIRL LUNCH BOX}",0.018879305145063,0.618577075098814,0.030520538030038,21.9601484540969,313
"{DOLLY GIRL LUNCH BOX} => {SPACEBOY LUNCH BOX}",0.018879305145063,0.670235546038544,0.0281681645455094,21.9601484540969,313
"{REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}",0.0135713854876651,0.639204545454545,0.0212316786295917,21.4956838926793,225
"{GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0121840883044816,0.878260869565217,0.0138729718318355,21.4759394638964,202
"{PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0135713854876651,0.849056603773585,0.0159840762410278,20.7618133244281,225
"{GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0205681886724169,0.844059405940594,0.0243681766089631,20.6396178334648,341
"{REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}",0.0159840762410278,0.752840909090909,0.0212316786295917,20.3943618166964,265
"{JUMBO BAG PEARS,JUMBO BAG VINTAGE LEAF} => {JUMBO BAG APPLES}",0.0104348875082936,0.768888888888889,0.0135713854876651,20.3632729854455,173
"{GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0159840762410278,0.825545171339564,0.0193618432957356,20.1868929139213,265
"{SWEETHEART CERAMIC TRINKET BOX} => {STRAWBERRY CERAMIC TRINKET BOX}",0.0110983774654684,0.524216524216524,0.0211713613607576,19.6628636990628,184
"{JUMBO BAG VINTAGE CHRISTMAS} => {JUMBO BAG 50'S CHRISTMAS}",0.0142348754448399,0.643051771117166,0.0221364376621027,19.6338035236676,236
"{HAND WARMER RED RETROSPOT} => {HAND WARMER SCOTTY DOG DESIGN}",0.0106158393147958,0.539877300613497,0.0196634296399059,19.4578821018938,176
"{ROSES REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}",0.028711019965016,0.702064896755162,0.0408951082694976,19.0188462799082,476
"{GREEN REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}",0.028711019965016,0.777777777777778,0.0369141685264491,19.0188462799082,476
"{PINK REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}",0.0231015139634477,0.776876267748479,0.0297364135351951,18.9968018333363,383
"{ROSES REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}",0.0231015139634477,0.564896755162242,0.0408951082694976,18.9968018333363,383
"{HAND WARMER RED LOVE HEART} => {HAND WARMER UNION JACK}",0.0108571083901321,0.5,0.0217142167802642,18.925799086758,180
"{RED KITCHEN SCALES} => {IVORY KITCHEN SCALES}",0.01260630918632,0.585434173669468,0.021533264973762,18.9199087042224,209
"{BLUE HARMONICA IN BOX} => {RED  HARMONICA IN BOX}",0.0135110682188311,0.52093023255814,0.0259364255986489,18.856991977252,224
"{HAND WARMER SCOTTY DOG DESIGN} => {HAND WARMER BIRD DESIGN}",0.0142951927136739,0.515217391304348,0.0277459436636709,18.6095623756749,237
"{HAND WARMER BIRD DESIGN} => {HAND WARMER SCOTTY DOG DESIGN}",0.0142951927136739,0.516339869281046,0.0276856263948368,18.6095623756749,237
"{HAND WARMER SCOTTY DOG DESIGN} => {HAND WARMER OWL DESIGN}",0.0167682007358707,0.604347826086956,0.0277459436636709,18.2837273881307,278
"{HAND WARMER OWL DESIGN} => {HAND WARMER SCOTTY DOG DESIGN}",0.0167682007358707,0.507299270072993,0.0330538633210688,18.2837273881307,278
"{CHARLOTTE BAG PINK POLKADOT} => {RED RETROSPOT CHARLOTTE BAG}",0.0168888352735388,0.668257756563246,0.0252729356414742,18.1326437742423,280
"{JUMBO BAG PEARS} => {JUMBO BAG APPLES}",0.0168285180047047,0.658018867924528,0.0255745219856445,17.4269885164868,279
"{WOODLAND CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}",0.0120634537668134,0.523560209424084,0.0230411966946137,17.086820299295,200
"{HAND WARMER BIRD DESIGN} => {HAND WARMER OWL DESIGN}",0.0156221726280234,0.564270152505447,0.0276856263948368,17.0712314934084,259
"{PINK BLUE FELT CRAFT TRINKET BOX} => {PINK CREAM FELT CRAFT TRINKET BOX}",0.0135110682188311,0.524590163934426,0.0257554737921467,16.9866803278689,224
"{HAND WARMER RED RETROSPOT} => {HAND WARMER OWL DESIGN}",0.0110380601966343,0.561349693251534,0.0196634296399059,16.9828769423671,183
"{ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE IVORY} => {ALARM CLOCK BAKELIKE RED}",0.0115809156161409,0.774193548387097,0.0149586826708487,16.9331858030471,192
"{HAND WARMER RED LOVE HEART} => {HAND WARMER OWL DESIGN}",0.0120634537668134,0.555555555555556,0.0217142167802642,16.8075831305758,200
"{ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK} => {ALARM CLOCK BAKELIKE RED}",0.0127269437239882,0.764492753623188,0.0166475661982025,16.7210097128217,211
"{BAKING SET SPACEBOY DESIGN} => {BAKING SET 9 PIECE RETROSPOT}",0.0158031244345256,0.71978021978022,0.0219554858556005,16.5280280661167,262
"{STRAWBERRY CHARLOTTE BAG} => {RED RETROSPOT CHARLOTTE BAG}",0.01616502804753,0.604966139954853,0.0267205500934918,16.4152759972365,268
"{GARDENERS KNEELING PAD CUP OF TEA} => {GARDENERS KNEELING PAD KEEP CALM}",0.0276253091260028,0.730462519936204,0.0378189275589601,16.3212104016473,458
"{GARDENERS KNEELING PAD KEEP CALM} => {GARDENERS KNEELING PAD CUP OF TEA}",0.0276253091260028,0.617250673854447,0.0447554134748779,16.3212104016473,458
"{ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED} => {ALARM CLOCK BAKELIKE GREEN}",0.0115809156161409,0.678445229681979,0.017069787080041,16.3013673375326,192
"{LARGE WHITE HEART OF WICKER} => {SMALL WHITE HEART OF WICKER}",0.0167078834670366,0.552894211576846,0.0302189516858677,16.1380865030502,277
"{ALARM CLOCK BAKELIKE CHOCOLATE} => {ALARM CLOCK BAKELIKE GREEN}",0.0109777429278002,0.661818181818182,0.0165872489293685,15.901860342556,182
"{ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED} => {ALARM CLOCK BAKELIKE GREEN}",0.0127269437239882,0.659375,0.0193015260269015,15.8431567028986,211
"{JUMBO BAG SCANDINAVIAN BLUE PAISLEY} => {JUMBO BAG PINK VINTAGE PAISLEY}",0.0133904336811629,0.523584905660377,0.0255745219856445,15.697132280187,222
"{WOODLAND CHARLOTTE BAG} => {RED RETROSPOT CHARLOTTE BAG}",0.0129682127993244,0.56282722513089,0.0230411966946137,15.271869992545,215
"{ALARM CLOCK BAKELIKE CHOCOLATE} => {ALARM CLOCK BAKELIKE RED}",0.0113396465408046,0.683636363636364,0.0165872489293685,14.9525161909331,188
"{ALARM CLOCK BAKELIKE ORANGE} => {ALARM CLOCK BAKELIKE RED}",0.0126666264551541,0.670926517571885,0.018879305145063,14.6745260353882,210
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT} => {LUNCH BAG PINK POLKADOT}",0.0111586947343024,0.748987854251012,0.0148983654020146,14.6432424948438,185
"{ALARM CLOCK BAKELIKE IVORY} => {ALARM CLOCK BAKELIKE RED}",0.017069787080041,0.667452830188679,0.0255745219856445,14.5985494349579,283
"{ALARM CLOCK BAKELIKE ORANGE} => {ALARM CLOCK BAKELIKE GREEN}",0.0114602810784728,0.60702875399361,0.018879305145063,14.5854053803769,190
"{JUMBO BAG APPLES,JUMBO BAG PEARS} => {JUMBO BAG VINTAGE LEAF}",0.0104348875082936,0.620071684587814,0.0168285180047047,14.4995323819201,173
"{ALARM CLOCK BAKELIKE GREEN} => {ALARM CLOCK BAKELIKE RED}",0.0273840400506665,0.657971014492754,0.0416189154955064,14.3911628618408,454
"{ALARM CLOCK BAKELIKE RED} => {ALARM CLOCK BAKELIKE GREEN}",0.0273840400506665,0.598944591029024,0.0457204897762229,14.3911628618408,454
"{ALARM CLOCK BAKELIKE PINK} => {ALARM CLOCK BAKELIKE RED}",0.0193015260269015,0.65173116089613,0.029615778997527,14.2546845864076,320
"{HOT WATER BOTTLE I AM SO POORLY} => {CHOCOLATE HOT WATER BOTTLE}",0.0165872489293685,0.56935817805383,0.0291332408468544,14.237389493144,275
"{CHARLOTTE BAG SUKI DESIGN} => {RED RETROSPOT CHARLOTTE BAG}",0.0160443935098619,0.523622047244094,0.0306411725677061,14.2080686108999,266
"{ALARM CLOCK BAKELIKE IVORY} => {ALARM CLOCK BAKELIKE GREEN}",0.0149586826708487,0.584905660377358,0.0255745219856445,14.0538419469511,248
"{CHARLOTTE BAG APPLES DESIGN} => {RED RETROSPOT CHARLOTTE BAG}",0.0105555220459618,0.517751479289941,0.0203872368659147,14.0487754094074,175
"{WHITE HANGING HEART T-LIGHT HOLDER,WOODEN FRAME ANTIQUE WHITE} => {WOODEN PICTURE FRAME WHITE FINISH}",0.010736473852464,0.712,0.0150793172085168,13.8223044496487,178
"{VINTAGE HEADS AND TAILS CARD GAME} => {VINTAGE SNAP CARDS}",0.0145967790578443,0.561484918793503,0.025996742867483,13.7096590113071,242
"{ALARM CLOCK BAKELIKE PINK} => {ALARM CLOCK BAKELIKE GREEN}",0.0166475661982025,0.562118126272912,0.029615778997527,13.5063136456212,276
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN} => {LUNCH BAG PINK POLKADOT}",0.0100126666264552,0.688796680497925,0.0145364617890102,13.4664624598763,166
"{LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG WOODLAND}",0.0109777429278002,0.544910179640719,0.0201459677905784,13.4036585582544,182
"{LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG WOODLAND}",0.013450750949997,0.54390243902439,0.0247300802219676,13.3788702323225,223
"{LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG RED RETROSPOT} => {LUNCH BAG SPACEBOY DESIGN}",0.0112190120031365,0.696629213483146,0.0161047107786959,13.2295712833185,186
"{LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG WOODLAND}",0.0117618674226431,0.537190082644628,0.0218951685867664,13.2137602079604,195
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG DOLLY GIRL DESIGN} => {LUNCH BAG SPACEBOY DESIGN}",0.0102539357017914,0.691056910569106,0.0148380481331805,13.1237485914378,170
"{HOT WATER BOTTLE TEA AND SYMPATHY} => {CHOCOLATE HOT WATER BOTTLE}",0.0151396344773509,0.513292433537832,0.0294951444598589,12.8354076253751,251
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG APPLE DESIGN} => {LUNCH BAG SUKI DESIGN}",0.011701550153809,0.642384105960265,0.0182158151878883,12.7393374314775,194
"{LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE} => {LUNCH BAG SUKI DESIGN}",0.0101936184329574,0.630597014925373,0.01616502804753,12.5055836249375,169
"{JUMBO BAG PEARS} => {JUMBO BAG VINTAGE LEAF}",0.0135713854876651,0.530660377358491,0.0255745219856445,12.4087706575831,225
"{WHITE HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH} => {WOODEN FRAME ANTIQUE WHITE}",0.010736473852464,0.583606557377049,0.0183967669943905,12.3413432586149,178
"{LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT} => {LUNCH BAG WOODLAND}",0.0124856746486519,0.501210653753027,0.0249110320284698,12.3287409919457,207
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE} => {LUNCH BAG PINK POLKADOT}",0.0150793172085168,0.621890547263682,0.024247542071295,12.1584002159016,250
"{LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT} => {LUNCH BAG  BLACK SKULL.}",0.0111586947343024,0.728346456692913,0.0153205862838531,12.1237509091484,185
"{LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND} => {LUNCH BAG SPACEBOY DESIGN}",0.0109777429278002,0.636363636363636,0.0172507388865432,12.0850775799229,182
"{LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT} => {LUNCH BAG PINK POLKADOT}",0.0153205862838531,0.61501210653753,0.0249110320284698,12.0239218328841,254
"{LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND} => {LUNCH BAG CARS BLUE}",0.0109777429278002,0.636363636363636,0.0172507388865432,11.9617604617605,182
"{LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN} => {LUNCH BAG  BLACK SKULL.}",0.0100126666264552,0.71551724137931,0.0139936063695036,11.9102011494253,166
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT} => {LUNCH BAG CARS BLUE}",0.0111586947343024,0.631399317406143,0.0176729597683817,11.8684458994064,185
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT} => {LUNCH BAG PINK POLKADOT}",0.0176729597683817,0.605371900826446,0.0291935581156885,11.8354489903321,293
"{LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG CARS BLUE}",0.012545991917486,0.622754491017964,0.0201459677905784,11.7059486469238,208
"{LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT} => {LUNCH BAG SUKI DESIGN}",0.0118221846914772,0.588588588588589,0.0200856505217444,11.6725002514476,196
"{LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND} => {LUNCH BAG SPACEBOY DESIGN}",0.013450750949997,0.612637362637363,0.0219554858556005,11.6344958020216,223
"{JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY} => {JUMBO BAG PINK POLKADOT}",0.0135713854876651,0.569620253164557,0.0238253211894565,11.6302145039596,225
"{LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND} => {LUNCH BAG SPACEBOY DESIGN}",0.0117618674226431,0.61128526645768,0.0192412087580674,11.6088183649506,195
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT} => {JUMBO BAG PINK POLKADOT}",0.0103142529706255,0.566225165562914,0.0182158151878883,11.5608953446645,171
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN} => {LUNCH BAG RED RETROSPOT}",0.0100126666264552,0.775700934579439,0.0129078955304904,11.4824516021362,166
"{LUNCH BAG DOLLY GIRL DESIGN} => {LUNCH BAG SPACEBOY DESIGN}",0.018879305145063,0.604247104247104,0.0312443452560468,11.4751577792815,313
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND} => {LUNCH BAG PINK POLKADOT}",0.0113999638096387,0.583333333333333,0.0195427951022378,11.4045794025157,189
"{LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND} => {LUNCH BAG PINK POLKADOT}",0.0127872609928222,0.582417582417582,0.0219554858556005,11.3866758241758,212
"{WOODEN PICTURE FRAME WHITE FINISH} => {WOODEN FRAME ANTIQUE WHITE}",0.0276253091260028,0.536299765807963,0.0515109475842934,11.3409615016967,458
"{WOODEN FRAME ANTIQUE WHITE} => {WOODEN PICTURE FRAME WHITE FINISH}",0.0276253091260028,0.584183673469388,0.0472887387659087,11.3409615016967,458
"{LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND} => {LUNCH BAG CARS BLUE}",0.0100729838952892,0.602888086642599,0.0167078834670366,11.3325188077638,167
"{PAPER CHAIN KIT VINTAGE CHRISTMAS} => {PAPER CHAIN KIT 50'S CHRISTMAS}",0.0263586464804874,0.645494830132939,0.0408347910006635,11.3245066547873,437
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND} => {LUNCH BAG SPACEBOY DESIGN}",0.011641232884975,0.595679012345679,0.0195427951022378,11.3124425494605,193
"{LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT} => {LUNCH BAG SUKI DESIGN}",0.0100126666264552,0.566552901023891,0.0176729597683817,11.2355030455444,166
"{LUNCH BAG VINTAGE LEAF DESIGN} => {LUNCH BAG APPLE DESIGN}",0.0168285180047047,0.505434782608696,0.0332951323964051,11.2327121459378,279
"{LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG PINK POLKADOT}",0.012545991917486,0.573002754820937,0.0218951685867664,11.2026092832268,208
"{LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND} => {LUNCH BAG PINK POLKADOT}",0.0109777429278002,0.570532915360502,0.0192412087580674,11.1543221742474,182
"{LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN} => {LUNCH BAG PINK POLKADOT}",0.0139936063695036,0.565853658536585,0.0247300802219676,11.0628393925449,232
"{LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND} => {LUNCH BAG  BLACK SKULL.}",0.0113999638096387,0.660839160839161,0.0172507388865432,11.0000526581852,189
