"rules","support","confidence","coverage","lift","count"
"{ROUND STORAGE TIN VINTAGE LEAF,SET OF 3 REGENCY CAKE TINS,SET OF TEA COFFEE SUGAR TINS PANTRY} => {STORAGE TIN VINTAGE LEAF}",0.0112866817155756,1,0.0112866817155756,63.2857142857143,5
"{PACK OF 6 SKULL PAPER CUPS,PACK OF 6 SKULL PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 20 SKULL PAPER NAPKINS}",0.0112866817155756,1,0.0112866817155756,63.2857142857143,5
"{PACK OF 20 SKULL PAPER NAPKINS,PACK OF 6 SKULL PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER CUPS}",0.0112866817155756,1,0.0112866817155756,63.2857142857143,5
"{POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE LIVINGROOM}",0.0135440180586907,0.857142857142857,0.0158013544018059,63.2857142857143,6
"{WOODLAND SMALL BLUE FELT HEART} => {WOODLAND SMALL PINK FELT HEART}",0.0112866817155756,0.833333333333333,0.0135440180586907,61.5277777777778,5
"{WOODLAND SMALL PINK FELT HEART} => {WOODLAND SMALL BLUE FELT HEART}",0.0112866817155756,0.833333333333333,0.0135440180586907,61.5277777777778,5
"{WOODLAND SMALL RED FELT HEART} => {WOODLAND SMALL PINK FELT HEART}",0.0112866817155756,0.833333333333333,0.0135440180586907,61.5277777777778,5
"{WOODLAND SMALL PINK FELT HEART} => {WOODLAND SMALL RED FELT HEART}",0.0112866817155756,0.833333333333333,0.0135440180586907,61.5277777777778,5
"{PACK OF 20 SKULL PAPER NAPKINS,PACK OF 6 SKULL PAPER CUPS} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,1,0.0112866817155756,55.375,5
"{PACK OF 20 SKULL PAPER NAPKINS,SET/6 RED SPOTTY PAPER CUPS} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,1,0.0112866817155756,55.375,5
"{PACK OF 20 SKULL PAPER NAPKINS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER PLATES}",0.0135440180586907,1,0.0135440180586907,55.375,6
"{PACK OF 20 SKULL PAPER NAPKINS,PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,1,0.0112866817155756,55.375,5
"{PACK OF 20 SKULL PAPER NAPKINS,PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,1,0.0112866817155756,55.375,5
"{PACK OF 20 SKULL PAPER NAPKINS,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,1,0.0112866817155756,55.375,5
"{PACK OF 20 SKULL PAPER NAPKINS,PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,1,0.0112866817155756,55.375,5
"{PINK POLKADOT WRAP} => {BLUE POLKADOT WRAP}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{BLUE POLKADOT WRAP} => {PINK POLKADOT WRAP}",0.0112866817155756,0.714285714285714,0.0158013544018059,52.7380952380952,5
"{SET OF 3 REGENCY CAKE TINS,SKETCHBOOK MAGNETIC SHOPPING LIST} => {SET OF 4 KNICK KNACK TINS LONDON}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{PACK OF 20 SKULL PAPER NAPKINS,PACK OF 6 SKULL PAPER PLATES} => {PACK OF 6 SKULL PAPER CUPS}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 20 SKULL PAPER NAPKINS}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{PACK OF 20 SKULL PAPER NAPKINS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER CUPS}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{BLUE POLKADOT WRAP,RED RETROSPOT WRAP} => {PINK POLKADOT WRAP}",0.0112866817155756,0.714285714285714,0.0158013544018059,52.7380952380952,5
"{ROUND STORAGE TIN VINTAGE LEAF,STORAGE TIN VINTAGE DOILY} => {STORAGE TIN VINTAGE LEAF}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{PANTRY MAGNETIC  SHOPPING LIST,SET OF 3 REGENCY CAKE TINS,SKETCHBOOK MAGNETIC SHOPPING LIST} => {SET OF 4 KNICK KNACK TINS LONDON}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{PACK OF 20 SKULL PAPER NAPKINS,PACK OF 6 SKULL PAPER PLATES,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER CUPS}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 20 SKULL PAPER NAPKINS}",0.0112866817155756,0.833333333333333,0.0135440180586907,52.7380952380952,5
"{WHITE ROCKING HORSE HAND PAINTED} => {HEART WREATH DECORATION WITH BELL}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{HEART WREATH DECORATION WITH BELL} => {WHITE ROCKING HORSE HAND PAINTED}",0.0112866817155756,0.555555555555556,0.0203160270880361,49.2222222222222,5
"{STAR WREATH DECORATION WITH BELL} => {HEART WREATH DECORATION WITH BELL}",0.0158013544018059,1,0.0158013544018059,49.2222222222222,7
"{HEART WREATH DECORATION WITH BELL} => {STAR WREATH DECORATION WITH BELL}",0.0158013544018059,0.777777777777778,0.0203160270880361,49.2222222222222,7
"{TOY TIDY PINK POLKADOT} => {RECYCLING BAG RETROSPOT}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{RECYCLING BAG RETROSPOT} => {TOY TIDY PINK POLKADOT}",0.0112866817155756,0.555555555555556,0.0203160270880361,49.2222222222222,5
"{POPPY'S PLAYHOUSE BATHROOM} => {POPPY'S PLAYHOUSE BEDROOM}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE BEDROOM} => {POPPY'S PLAYHOUSE BATHROOM}",0.0112866817155756,0.555555555555556,0.0203160270880361,49.2222222222222,5
"{POPPY'S PLAYHOUSE BATHROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE BATHROOM}",0.0112866817155756,0.555555555555556,0.0203160270880361,49.2222222222222,5
"{POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE BEDROOM}",0.0135440180586907,1,0.0135440180586907,49.2222222222222,6
"{POPPY'S PLAYHOUSE BEDROOM} => {POPPY'S PLAYHOUSE LIVINGROOM}",0.0135440180586907,0.666666666666667,0.0203160270880361,49.2222222222222,6
"{POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0135440180586907,1,0.0135440180586907,49.2222222222222,6
"{POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE LIVINGROOM}",0.0135440180586907,0.666666666666667,0.0203160270880361,49.2222222222222,6
"{STAR WREATH DECORATION WITH BELL,WHITE ROCKING HORSE HAND PAINTED} => {HEART WREATH DECORATION WITH BELL}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE BATHROOM,POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE BEDROOM}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE BATHROOM,POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE BATHROOM,POPPY'S PLAYHOUSE BEDROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE BATHROOM,POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE BEDROOM}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0135440180586907,1,0.0135440180586907,49.2222222222222,6
"{POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE BEDROOM}",0.0135440180586907,1,0.0135440180586907,49.2222222222222,6
"{LUNCH BOX WITH CUTLERY RETROSPOT,SET/6 FRUIT SALAD PAPER CUPS} => {SET/6 FRUIT SALAD  PAPER PLATES}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE BATHROOM,POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{POPPY'S PLAYHOUSE BATHROOM,POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE LIVINGROOM} => {POPPY'S PLAYHOUSE BEDROOM}",0.0112866817155756,1,0.0112866817155756,49.2222222222222,5
"{PACK OF 6 SKULL PAPER PLATES} => {PACK OF 20 SKULL PAPER NAPKINS}",0.0135440180586907,0.75,0.018058690744921,47.4642857142857,6
"{PACK OF 6 SKULL PAPER PLATES,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 20 SKULL PAPER NAPKINS}",0.0135440180586907,0.75,0.018058690744921,47.4642857142857,6
"{ROUND STORAGE TIN VINTAGE LEAF,SET OF 3 REGENCY CAKE TINS} => {STORAGE TIN VINTAGE LEAF}",0.0135440180586907,0.75,0.018058690744921,47.4642857142857,6
"{PACK OF 20 SKULL PAPER NAPKINS} => {PACK OF 6 SKULL PAPER PLATES}",0.0135440180586907,0.857142857142857,0.0158013544018059,47.4642857142857,6
"{PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,0.833333333333333,0.0135440180586907,46.1458333333333,5
"{PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,0.833333333333333,0.0135440180586907,46.1458333333333,5
"{PACK OF 6 SKULL PAPER CUPS} => {PACK OF 20 SKULL PAPER NAPKINS}",0.0112866817155756,0.714285714285714,0.0158013544018059,45.2040816326531,5
"{PACK OF 20 SKULL PAPER NAPKINS} => {PACK OF 6 SKULL PAPER CUPS}",0.0112866817155756,0.714285714285714,0.0158013544018059,45.2040816326531,5
"{PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS} => {PACK OF 20 SKULL PAPER NAPKINS}",0.0112866817155756,0.714285714285714,0.0158013544018059,45.2040816326531,5
"{RECYCLED ACAPULCO MAT LAVENDER,RECYCLED ACAPULCO MAT TURQUOISE} => {RECYCLED ACAPULCO MAT GREEN}",0.0135440180586907,1,0.0135440180586907,44.3,6
"{RECYCLED ACAPULCO MAT GREEN,RECYCLED ACAPULCO MAT PINK} => {RECYCLED ACAPULCO MAT TURQUOISE}",0.0112866817155756,1,0.0112866817155756,44.3,5
"{RECYCLED ACAPULCO MAT GREEN,RECYCLED ACAPULCO MAT TURQUOISE} => {RECYCLED ACAPULCO MAT LAVENDER}",0.0135440180586907,0.75,0.018058690744921,41.53125,6
"{WOODEN FRAME ANTIQUE WHITE} => {METAL 4 HOOK HANGER FRENCH CHATEAU}",0.0112866817155756,0.833333333333333,0.0135440180586907,41.0185185185185,5
"{METAL 4 HOOK HANGER FRENCH CHATEAU} => {WOODEN FRAME ANTIQUE WHITE}",0.0112866817155756,0.555555555555556,0.0203160270880361,41.0185185185185,5
"{BLUE POLKADOT WRAP} => {RED RETROSPOT WRAP}",0.0158013544018059,1,0.0158013544018059,40.2727272727273,7
"{PANTRY MAGNETIC  SHOPPING LIST,SET OF 4 KNICK KNACK TINS LONDON} => {SKETCHBOOK MAGNETIC SHOPPING LIST}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{SET OF 3 REGENCY CAKE TINS,SET OF 4 KNICK KNACK TINS LONDON} => {SKETCHBOOK MAGNETIC SHOPPING LIST}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{BLUE POLKADOT WRAP,PINK POLKADOT WRAP} => {RED RETROSPOT WRAP}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{ROUND SNACK BOXES SET OF4 WOODLAND,WATERING CAN PINK BUNNY} => {WATERING CAN BLUE ELEPHANT}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{DOLLY GIRL CHILDRENS BOWL,SPACEBOY CHILDRENS BOWL} => {DOLLY GIRL CHILDRENS CUP}",0.018058690744921,1,0.018058690744921,40.2727272727273,8
"{DOLLY GIRL CHILDRENS BOWL,SPACEBOY CHILDRENS CUP} => {DOLLY GIRL CHILDRENS CUP}",0.018058690744921,1,0.018058690744921,40.2727272727273,8
"{CHILDRENS CUTLERY DOLLY GIRL,DOLLY GIRL CHILDRENS BOWL} => {DOLLY GIRL CHILDRENS CUP}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{DOLLY GIRL CHILDRENS BOWL,PLASTERS IN TIN SPACEBOY} => {DOLLY GIRL CHILDRENS CUP}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{DOLLY GIRL CHILDRENS BOWL,ROUND SNACK BOXES SET OF4 WOODLAND} => {DOLLY GIRL CHILDRENS CUP}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{LUNCH BOX WITH CUTLERY RETROSPOT,SET/6 FRUIT SALAD  PAPER PLATES} => {SET/6 FRUIT SALAD PAPER CUPS}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{BLUE VINTAGE SPOT BEAKER,GREEN VINTAGE SPOT BEAKER} => {PINK VINTAGE SPOT BEAKER}",0.0158013544018059,1,0.0158013544018059,40.2727272727273,7
"{BLUE VINTAGE SPOT BEAKER,SET OF 3 REGENCY CAKE TINS} => {PINK VINTAGE SPOT BEAKER}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{BLUE VINTAGE SPOT BEAKER,ROUND SNACK BOXES SET OF4 WOODLAND} => {PINK VINTAGE SPOT BEAKER}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{RED VINTAGE SPOT BEAKER,SET OF 3 REGENCY CAKE TINS} => {GREEN VINTAGE SPOT BEAKER}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{PANTRY MAGNETIC  SHOPPING LIST,SET OF 3 REGENCY CAKE TINS,SET OF 4 KNICK KNACK TINS LONDON} => {SKETCHBOOK MAGNETIC SHOPPING LIST}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{DOLLY GIRL CHILDRENS BOWL,SPACEBOY CHILDRENS BOWL,SPACEBOY CHILDRENS CUP} => {DOLLY GIRL CHILDRENS CUP}",0.0158013544018059,1,0.0158013544018059,40.2727272727273,7
"{DOLLY GIRL CHILDRENS BOWL,ROUND SNACK BOXES SET OF4 WOODLAND,SPACEBOY CHILDRENS BOWL} => {DOLLY GIRL CHILDRENS CUP}",0.0112866817155756,1,0.0112866817155756,40.2727272727273,5
"{BLUE VINTAGE SPOT BEAKER,GREEN VINTAGE SPOT BEAKER,RED VINTAGE SPOT BEAKER} => {PINK VINTAGE SPOT BEAKER}",0.0158013544018059,1,0.0158013544018059,40.2727272727273,7
"{RED RETROSPOT WRAP} => {BLUE POLKADOT WRAP}",0.0158013544018059,0.636363636363636,0.0248306997742664,40.2727272727273,7
"{PACK OF 6 SKULL PAPER CUPS} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,0.714285714285714,0.0158013544018059,39.5535714285714,5
"{PACK OF 6 SKULL PAPER PLATES} => {PACK OF 6 SKULL PAPER CUPS}",0.0112866817155756,0.625,0.018058690744921,39.5535714285714,5
"{PANTRY MAGNETIC  SHOPPING LIST,SKETCHBOOK MAGNETIC SHOPPING LIST} => {SET OF 4 KNICK KNACK TINS LONDON}",0.0112866817155756,0.625,0.018058690744921,39.5535714285714,5
"{PACK OF 6 SKULL PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS} => {PACK OF 6 SKULL PAPER PLATES}",0.0112866817155756,0.714285714285714,0.0158013544018059,39.5535714285714,5
"{PACK OF 6 SKULL PAPER PLATES,SET/6 RED SPOTTY PAPER PLATES} => {PACK OF 6 SKULL PAPER CUPS}",0.0112866817155756,0.625,0.018058690744921,39.5535714285714,5
"{RECYCLED ACAPULCO MAT LAVENDER} => {RECYCLED ACAPULCO MAT GREEN}",0.0158013544018059,0.875,0.018058690744921,38.7625,7
"{RECYCLED ACAPULCO MAT GREEN} => {RECYCLED ACAPULCO MAT LAVENDER}",0.0158013544018059,0.7,0.0225733634311512,38.7625,7
"{POPPY'S PLAYHOUSE BEDROOM} => {POPPY'S PLAYHOUSE KITCHEN}",0.0158013544018059,0.777777777777778,0.0203160270880361,38.283950617284,7
"{POPPY'S PLAYHOUSE KITCHEN} => {POPPY'S PLAYHOUSE BEDROOM}",0.0158013544018059,0.777777777777778,0.0203160270880361,38.283950617284,7
"{EDWARDIAN PARASOL BLACK,EDWARDIAN PARASOL PINK} => {EDWARDIAN PARASOL NATURAL}",0.0135440180586907,0.857142857142857,0.0158013544018059,37.9714285714286,6
"{MINI LIGHTS WOODLAND MUSHROOMS,RABBIT NIGHT LIGHT} => {TRADTIONAL ALPHABET STAMP SET}",0.0135440180586907,0.857142857142857,0.0158013544018059,37.9714285714286,6
"{RECYCLED ACAPULCO MAT GREEN,RECYCLED ACAPULCO MAT LAVENDER} => {RECYCLED ACAPULCO MAT TURQUOISE}",0.0135440180586907,0.857142857142857,0.0158013544018059,37.9714285714286,6
"{ROUND STORAGE TIN VINTAGE LEAF} => {STORAGE TIN VINTAGE LEAF}",0.0158013544018059,0.583333333333333,0.0270880361173815,36.9166666666667,7
"{RECYCLED ACAPULCO MAT PINK,RECYCLED ACAPULCO MAT TURQUOISE} => {RECYCLED ACAPULCO MAT GREEN}",0.0112866817155756,0.833333333333333,0.0135440180586907,36.9166666666667,5
"{DOLLY GIRL CHILDRENS CUP} => {DOLLY GIRL CHILDRENS BOWL}",0.0248306997742664,1,0.0248306997742664,36.9166666666667,11
"{DOLLY GIRL CHILDRENS BOWL} => {DOLLY GIRL CHILDRENS CUP}",0.0248306997742664,0.916666666666667,0.0270880361173815,36.9166666666667,11
"{STORAGE TIN VINTAGE LEAF} => {ROUND STORAGE TIN VINTAGE LEAF}",0.0158013544018059,1,0.0158013544018059,36.9166666666667,7
"{EDWARDIAN PARASOL BLACK,EDWARDIAN PARASOL NATURAL} => {EDWARDIAN PARASOL PINK}",0.0135440180586907,0.75,0.018058690744921,36.9166666666667,6
"{DOLLY GIRL CHILDRENS CUP,SPACEBOY CHILDRENS BOWL} => {DOLLY GIRL CHILDRENS BOWL}",0.018058690744921,1,0.018058690744921,36.9166666666667,8
"{DOLLY GIRL CHILDRENS CUP,SPACEBOY CHILDRENS CUP} => {DOLLY GIRL CHILDRENS BOWL}",0.018058690744921,1,0.018058690744921,36.9166666666667,8
"{CHILDRENS CUTLERY DOLLY GIRL,DOLLY GIRL CHILDRENS CUP} => {DOLLY GIRL CHILDRENS BOWL}",0.0112866817155756,1,0.0112866817155756,36.9166666666667,5
"{DOLLY GIRL CHILDRENS CUP,PLASTERS IN TIN SPACEBOY} => {DOLLY GIRL CHILDRENS BOWL}",0.0112866817155756,1,0.0112866817155756,36.9166666666667,5
"{DOLLY GIRL CHILDRENS CUP,ROUND SNACK BOXES SET OF4 WOODLAND} => {DOLLY GIRL CHILDRENS BOWL}",0.0112866817155756,1,0.0112866817155756,36.9166666666667,5
"{STORAGE TIN VINTAGE DOILY,STORAGE TIN VINTAGE LEAF} => {ROUND STORAGE TIN VINTAGE LEAF}",0.0112866817155756,1,0.0112866817155756,36.9166666666667,5
"{SET OF TEA COFFEE SUGAR TINS PANTRY,STORAGE TIN VINTAGE LEAF} => {ROUND STORAGE TIN VINTAGE LEAF}",0.0112866817155756,1,0.0112866817155756,36.9166666666667,5
"{SET OF 4 KNICK KNACK TINS DOILY,STORAGE TIN VINTAGE LEAF} => {ROUND STORAGE TIN VINTAGE LEAF}",0.0112866817155756,1,0.0112866817155756,36.9166666666667,5
"{SET OF 3 REGENCY CAKE TINS,STORAGE TIN VINTAGE LEAF} => {ROUND STORAGE TIN VINTAGE LEAF}",0.0135440180586907,1,0.0135440180586907,36.9166666666667,6
"{SET OF 2 TEA TOWELS APPLE AND PEARS,SET OF 3 REGENCY CAKE TINS} => {ROUND STORAGE TIN VINTAGE LEAF}",0.0112866817155756,1,0.0112866817155756,36.9166666666667,5
